"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.982253,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.174736,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.135409,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.7368841,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.41186,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.6029087,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,0.9302753,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.68051,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.811832,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.124987,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.121744,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.096412,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.453103,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.219027,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.07060014,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.7971466,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.069237,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.361341,,
"PRT","Portugal","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.00625,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,8.132879,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,9.043528,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,5.109403,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.020818,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,9.783839,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.945697,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.192517,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.355155,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.286204,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.613518,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.656712,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,0.2178656,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.266604,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,6.396196,,
"SVK","Slovak Republic","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.979222,,
